truck_make,truck_model,truck_year,license_plate,color,fuel_type,transmission,weight_capacity,length,width,height,purchase_date,sale_date,status
Pontiac,GTO,1964,XYZ456,Violet,Electric,Automatic,7836,116,52,58,5/5/2016,1/1/2003,Active
Nissan,Altima,1997,ABC123,Crimson,Electric,Manual,1354,130,67,93,1/31/2021,6/8/2016,Active
Ford,Expedition,1999,DEF789,Goldenrod,Gasoline,Manual,1653,167,61,100,2/15/2013,11/18/2006,Active
Volkswagen,Cabriolet,1987,DEF789,Green,Diesel,Manual,9921,214,70,69,3/2/2009,7/10/2019,Inactive
Pontiac,Gemini,1989,ABC123,Purple,Diesel,Manual,4878,116,86,67,3/30/2002,9/4/2011,Inactive
Ford,ZX2,2002,ABC123,Turquoise,Diesel,Automatic,1559,123,88,93,5/25/2015,10/19/2012,Active
Mazda,Tribute,2002,DEF789,Fuscia,Gasoline,Manual,9420,299,92,80,1/30/2013,7/25/2000,Active
Ford,E350,2009,ABC123,Orange,Electric,Manual,6222,140,85,98,2/7/2007,9/7/2009,Inactive
Jeep,Grand Cherokee,2003,XYZ456,Yellow,Gasoline,Manual,8683,118,62,93,6/6/2010,8/20/2002,Inactive
Lincoln,Continental,1995,XYZ456,Yellow,Gasoline,Manual,1689,143,55,75,9/3/2020,2/21/2008,Active
Pontiac,G5,2009,DEF789,Mauv,Gasoline,Automatic,1705,153,59,96,7/7/2015,2/22/2012,Inactive
Dodge,Ram 2500 Club,1995,ABC123,Crimson,Electric,Automatic,4476,228,77,90,5/7/2010,7/15/2017,Active
Dodge,Grand Caravan,2002,DEF789,Turquoise,Gasoline,Manual,7570,202,76,65,3/15/2022,9/30/2006,Inactive
Mitsubishi,Mirage,1991,ABC123,Red,Electric,Manual,2448,111,70,79,7/4/2017,3/26/2017,Inactive
GMC,Sierra Hybrid,2006,ABC123,Fuscia,Gasoline,Automatic,5826,242,50,52,3/11/2022,3/27/2006,Active
Mazda,Mazda3,2011,ABC123,Red,Diesel,Automatic,8746,288,96,98,9/27/2022,7/24/2022,Inactive
Chevrolet,Suburban 1500,1999,ABC123,Puce,Electric,Manual,9848,135,83,62,7/13/2011,1/13/2019,Active
Dodge,Durango,2003,XYZ456,Crimson,Gasoline,Automatic,4253,163,78,80,5/22/2018,2/26/2000,Inactive
Pontiac,Firebird,1985,XYZ456,Purple,Diesel,Manual,7084,113,84,51,8/14/2011,11/11/2001,Active
Honda,CR-V,1998,XYZ456,Orange,Gasoline,Manual,5786,153,64,76,7/20/2005,6/16/2011,Active
Dodge,Shadow,1994,ABC123,Violet,Diesel,Automatic,2715,296,89,62,8/4/2011,8/11/2014,Inactive
Chevrolet,Silverado 3500,2003,DEF789,Khaki,Diesel,Manual,4779,268,96,62,2/13/2002,11/23/2020,Inactive
Pontiac,Gemini,1987,XYZ456,Yellow,Gasoline,Manual,5817,141,67,96,6/29/2005,5/7/2006,Active
Suzuki,Aerio,2002,ABC123,Green,Diesel,Manual,4538,271,75,84,5/29/2022,1/20/2016,Inactive
Plymouth,Voyager,1997,ABC123,Green,Electric,Manual,8294,140,94,59,11/9/2012,9/26/2015,Inactive
Mitsubishi,Diamante,2001,XYZ456,Maroon,Electric,Manual,9676,217,94,63,2/25/2001,9/18/2018,Active
Mitsubishi,Mirage,2002,ABC123,Green,Gasoline,Automatic,8283,159,84,99,8/2/2013,6/25/2020,Inactive
Ford,Fiesta,2011,DEF789,Goldenrod,Electric,Automatic,1113,150,93,82,11/11/2009,4/18/2007,Active
Toyota,4Runner,1999,DEF789,Crimson,Gasoline,Automatic,1603,221,73,60,6/16/2010,12/7/2020,Active
Volvo,S40,2006,ABC123,Fuscia,Electric,Manual,2858,150,76,90,3/24/2006,9/29/2021,Active
Lincoln,MKS,2011,XYZ456,Purple,Gasoline,Automatic,6409,125,54,89,3/10/2000,9/23/2004,Inactive
Pontiac,G5,2008,ABC123,Blue,Gasoline,Automatic,5903,134,81,63,3/29/2001,1/25/2009,Active
Maybach,57,2005,XYZ456,Red,Electric,Automatic,7374,109,96,51,3/2/2022,12/30/2019,Active
Audi,RS 4,2007,DEF789,Crimson,Diesel,Automatic,6986,250,82,69,3/19/2002,2/12/2002,Active
Plymouth,Fury,1964,DEF789,Goldenrod,Diesel,Automatic,8445,274,74,81,5/1/2020,8/17/2020,Active
Subaru,Forester,2003,DEF789,Green,Gasoline,Manual,3286,165,55,53,10/25/2011,1/9/2009,Active
Dodge,Grand Caravan,2000,XYZ456,Crimson,Diesel,Manual,5291,258,90,94,1/5/2016,11/25/2016,Active
Volvo,S80,2010,XYZ456,Yellow,Gasoline,Automatic,3933,184,57,54,5/31/2019,10/4/2012,Active
Pontiac,Grand Prix,2007,XYZ456,Orange,Electric,Manual,7251,189,64,71,1/18/2014,7/16/2015,Active
Buick,Century,1995,ABC123,Blue,Diesel,Manual,8322,177,78,83,2/17/2005,7/4/2017,Active
Subaru,Outback,2006,DEF789,Khaki,Gasoline,Manual,2748,152,86,69,11/4/2021,6/8/2022,Active
Dodge,Ram 1500 Club,2001,ABC123,Blue,Diesel,Automatic,5991,135,90,55,7/26/2001,12/9/2005,Active
Audi,Allroad,2005,XYZ456,Puce,Diesel,Automatic,6759,120,62,82,5/25/2005,8/11/2017,Active
Lexus,GS,2007,XYZ456,Violet,Diesel,Automatic,1372,283,53,58,2/24/2015,3/14/2010,Active
Aston Martin,Vanquish S,2005,ABC123,Purple,Diesel,Manual,3519,173,94,89,7/17/2002,9/14/2001,Inactive
Toyota,Avalon,2006,ABC123,Puce,Diesel,Manual,8496,159,71,91,5/9/2002,4/9/2012,Active
Ford,Fusion,2011,ABC123,Red,Electric,Automatic,5210,268,58,58,9/26/2020,5/20/2017,Inactive
Acura,NSX,1995,XYZ456,Violet,Electric,Automatic,1025,196,75,99,7/30/2022,10/5/2005,Active
Audi,A6,2009,DEF789,Aquamarine,Diesel,Manual,2391,189,52,88,12/13/2017,9/2/2011,Active
Kia,Carens,2009,XYZ456,Puce,Electric,Manual,6190,281,68,57,5/20/2009,6/3/2016,Active
GMC,Sierra 3500,2005,ABC123,Pink,Electric,Automatic,4135,128,94,58,11/5/2021,4/26/2022,Inactive
Kia,Rondo,2008,ABC123,Violet,Diesel,Manual,9842,276,54,85,10/30/2002,3/13/2009,Inactive
Chevrolet,G-Series G10,1993,ABC123,Pink,Electric,Automatic,4964,171,54,77,4/26/2014,8/24/2004,Inactive
Isuzu,Rodeo,1996,DEF789,Turquoise,Diesel,Automatic,1130,211,81,100,10/14/2006,1/13/2019,Active
Saturn,VUE,2008,DEF789,Khaki,Electric,Manual,6604,178,54,54,5/15/2010,6/28/2020,Active
Jaguar,XJ,2010,ABC123,Aquamarine,Electric,Automatic,4683,270,56,51,5/17/2015,5/23/2010,Active
Toyota,4Runner,1997,XYZ456,Goldenrod,Gasoline,Automatic,1543,218,66,88,5/3/2007,4/8/2014,Inactive
Kia,Sportage,1996,DEF789,Maroon,Gasoline,Automatic,5429,241,73,76,8/27/2007,5/31/2019,Active
Lamborghini,Countach,1986,XYZ456,Pink,Gasoline,Automatic,8567,159,83,71,10/30/2004,9/17/2009,Active
Audi,A6,2010,DEF789,Red,Gasoline,Manual,7918,270,74,95,9/8/2016,1/14/2001,Active
Mercedes-Benz,M-Class,2000,DEF789,Teal,Diesel,Manual,1859,234,68,93,7/20/2021,9/29/2001,Inactive
Mitsubishi,Galant,1987,XYZ456,Yellow,Diesel,Manual,2725,182,55,88,6/28/2019,8/23/2017,Inactive
Mercedes-Benz,R-Class,2010,ABC123,Crimson,Electric,Manual,3725,128,55,86,9/29/2021,4/24/2009,Inactive
GMC,Sierra 1500,2010,DEF789,Goldenrod,Gasoline,Manual,2912,154,73,50,12/4/2001,8/28/2013,Active
Suzuki,Grand Vitara,2011,XYZ456,Yellow,Diesel,Automatic,4344,173,69,87,7/27/2001,8/3/2013,Active
Honda,Insight,2012,DEF789,Pink,Diesel,Manual,2842,163,74,50,10/7/2017,6/25/2002,Inactive
Dodge,Ram Van 2500,1998,ABC123,Orange,Electric,Manual,1175,165,64,58,5/10/2000,4/17/2001,Active
Lincoln,Continental,1991,ABC123,Maroon,Electric,Manual,6978,154,63,64,5/2/2012,8/21/2017,Active
Audi,A8,2000,DEF789,Teal,Gasoline,Manual,6784,269,88,74,9/18/2015,4/22/2017,Inactive
Volkswagen,New Beetle,2000,XYZ456,Indigo,Electric,Automatic,7580,223,93,85,3/25/2000,5/31/2021,Inactive
Chevrolet,Suburban 2500,1994,ABC123,Blue,Gasoline,Automatic,3908,126,50,85,1/10/2004,3/2/2014,Active
Ford,Crown Victoria,2000,XYZ456,Aquamarine,Electric,Automatic,2606,278,89,73,7/13/2017,7/27/2020,Active
Infiniti,Q,1992,ABC123,Teal,Electric,Automatic,1613,139,66,75,1/3/2005,3/30/2009,Active
Eagle,Talon,1992,ABC123,Violet,Diesel,Automatic,6285,300,70,73,3/2/2007,7/30/2010,Active
Ford,F150,2010,DEF789,Yellow,Diesel,Manual,6269,277,86,53,11/4/2022,10/28/2004,Active
Pontiac,Grand Prix,1980,ABC123,Fuscia,Diesel,Automatic,2115,215,51,89,5/20/2021,11/12/2009,Inactive
Ferrari,F430,2009,XYZ456,Yellow,Diesel,Automatic,7590,193,71,85,3/24/2004,11/5/2016,Active
Mitsubishi,3000GT,1995,ABC123,Orange,Diesel,Automatic,2882,232,79,62,1/12/2000,3/27/2000,Inactive
Buick,Skylark,1988,DEF789,Crimson,Electric,Automatic,7892,166,84,77,10/13/2010,3/1/2016,Active
Mazda,MPV,1989,ABC123,Teal,Diesel,Manual,3994,199,96,57,2/10/2022,5/15/2010,Active
Volkswagen,Type 2,1987,XYZ456,Violet,Diesel,Manual,9955,108,78,85,8/9/2007,9/9/2004,Inactive
Chevrolet,Express 2500,2003,DEF789,Mauv,Electric,Manual,3856,103,64,66,9/1/2004,11/30/2002,Active
Ford,Transit Connect,2010,DEF789,Purple,Electric,Manual,3798,233,60,87,12/24/2016,5/20/2000,Active
Cadillac,Escalade,2006,ABC123,Green,Electric,Manual,5905,158,89,82,2/7/2011,6/18/2003,Active
Mercedes-Benz,G-Class,2004,ABC123,Turquoise,Gasoline,Automatic,3854,246,60,87,8/4/2016,5/10/2017,Active
Porsche,Cayenne,2004,XYZ456,Aquamarine,Gasoline,Automatic,6050,251,91,58,8/21/2011,2/22/2019,Active
Dodge,Dakota Club,1996,XYZ456,Pink,Gasoline,Automatic,9427,269,95,89,3/25/2016,1/19/2003,Active
BMW,3 Series,1993,DEF789,Turquoise,Diesel,Automatic,8829,154,75,54,3/10/2020,5/22/2014,Active
Volkswagen,Passat,2004,XYZ456,Fuscia,Diesel,Manual,3093,264,89,53,4/25/2015,5/8/2017,Active
Mazda,RX-7,1993,DEF789,Pink,Gasoline,Manual,1498,295,95,84,4/26/2014,12/27/2009,Active
Ford,Taurus,1998,XYZ456,Fuscia,Diesel,Automatic,2336,154,52,61,12/28/2008,5/21/2014,Active
Buick,Regal,2001,XYZ456,Mauv,Electric,Automatic,6265,295,86,77,3/18/2001,9/27/2014,Active
GMC,Yukon XL 1500,2004,ABC123,Maroon,Electric,Manual,5019,101,71,59,8/22/2012,4/2/2005,Active
Acura,RL,2006,XYZ456,Mauv,Gasoline,Automatic,3479,270,69,73,8/13/2017,2/2/2022,Inactive
Lexus,SC,1995,DEF789,Goldenrod,Electric,Manual,3371,140,56,67,4/30/2009,4/6/2010,Inactive
Ford,Crown Victoria,1996,ABC123,Green,Electric,Automatic,6468,238,77,88,2/23/2005,4/22/2009,Inactive
Hyundai,Veracruz,2007,ABC123,Violet,Diesel,Automatic,3788,141,80,98,4/19/2012,7/22/2008,Active
GMC,Sierra,2007,DEF789,Aquamarine,Diesel,Automatic,6292,166,66,62,1/21/2011,3/15/2020,Active
Ford,Taurus X,2008,DEF789,Mauv,Electric,Automatic,9771,287,79,74,11/12/2018,11/2/2011,Active
GMC,Rally Wagon G3500,1995,ABC123,Red,Electric,Manual,5998,291,91,53,3/12/2022,8/2/2016,Inactive
Suzuki,Aerio,2004,DEF789,Purple,Electric,Automatic,7672,154,78,95,5/11/2009,2/24/2000,Active
Nissan,Quest,1994,DEF789,Aquamarine,Diesel,Manual,8224,128,61,53,11/10/2007,1/25/2008,Active
Oldsmobile,88,1997,XYZ456,Green,Diesel,Manual,6312,117,67,97,4/14/2004,10/8/2005,Active
Audi,A8,1999,DEF789,Indigo,Gasoline,Automatic,9840,292,59,61,5/9/2021,4/10/2011,Inactive
Ford,F-Series,1985,XYZ456,Orange,Electric,Automatic,2563,284,85,60,8/10/2007,1/2/2015,Inactive
Volkswagen,R32,2009,XYZ456,Indigo,Gasoline,Manual,7989,238,90,85,4/19/2019,10/4/2015,Active
Ferrari,458 Italia,2012,XYZ456,Pink,Diesel,Automatic,8278,193,51,55,9/16/2021,6/19/2018,Active
Hyundai,Accent,2002,XYZ456,Puce,Diesel,Manual,6910,223,73,93,9/15/2006,8/25/2005,Inactive
Mercury,Mountaineer,2008,XYZ456,Goldenrod,Diesel,Automatic,7389,236,67,88,7/25/2009,10/15/2013,Active
Toyota,Echo,2005,ABC123,Red,Electric,Automatic,5862,111,88,76,2/9/2001,12/26/2014,Active
GMC,Sonoma,2001,DEF789,Green,Diesel,Manual,8203,203,74,74,1/4/2004,11/5/2020,Active
Dodge,Ram Van B350,1993,XYZ456,Orange,Gasoline,Manual,8514,279,75,83,6/1/2020,11/20/2012,Active
Geo,Prizm,1995,XYZ456,Khaki,Gasoline,Manual,1646,194,69,97,8/19/2014,11/23/2010,Active
Maybach,62,2009,DEF789,Pink,Diesel,Manual,4283,235,80,76,4/15/2011,11/12/2001,Active
Mazda,MPV,2002,DEF789,Pink,Electric,Automatic,1810,203,74,51,9/9/2021,6/17/2015,Inactive
Dodge,Ram Van 3500,2002,DEF789,Khaki,Diesel,Automatic,2610,240,80,93,7/18/2009,6/29/2009,Active
Acura,TL,1999,DEF789,Violet,Diesel,Automatic,7344,236,50,86,5/12/2009,3/31/2016,Active
Mercury,Sable,2003,XYZ456,Teal,Gasoline,Manual,3455,142,90,96,6/15/2018,4/17/2000,Active
Chevrolet,Suburban 2500,2008,ABC123,Mauv,Gasoline,Manual,1286,205,75,57,12/16/2018,3/21/2019,Active
Dodge,Ram 1500 Club,1995,DEF789,Orange,Gasoline,Automatic,9568,130,50,83,7/6/2012,7/25/2020,Active
Jaguar,XJ Series,1995,ABC123,Aquamarine,Diesel,Manual,7130,235,68,60,12/25/2012,5/26/2010,Active
Audi,S4,1993,XYZ456,Indigo,Gasoline,Manual,5162,271,87,93,7/2/2021,11/12/2017,Inactive
Porsche,911,1988,XYZ456,Violet,Electric,Manual,9330,132,95,63,10/18/2019,7/27/2015,Active
GMC,Sierra 2500HD,2006,XYZ456,Indigo,Gasoline,Automatic,6930,290,66,74,11/20/2002,6/30/2014,Inactive
GMC,2500,1994,DEF789,Mauv,Diesel,Automatic,3685,127,78,56,6/30/2003,10/1/2018,Active
Chevrolet,Astro,2000,XYZ456,Red,Gasoline,Automatic,4436,165,70,54,3/31/2015,5/8/2002,Inactive
Maserati,GranSport,2006,XYZ456,Fuscia,Gasoline,Automatic,9575,164,53,84,7/13/2017,5/15/2009,Active
Volkswagen,Passat,2005,XYZ456,Maroon,Diesel,Automatic,5877,270,77,83,11/15/2001,2/6/2003,Inactive
Toyota,Celica,1982,XYZ456,Pink,Diesel,Manual,4304,108,60,88,3/18/2019,7/20/2018,Inactive
Mercury,Grand Marquis,2003,XYZ456,Khaki,Gasoline,Automatic,6136,177,100,86,12/9/2008,5/10/2014,Inactive
Dodge,Grand Caravan,2009,ABC123,Mauv,Diesel,Manual,8885,130,70,89,8/10/2016,6/28/2014,Active
Buick,Regal,1991,XYZ456,Khaki,Electric,Manual,4336,185,70,70,2/21/2001,4/12/2018,Active
Volkswagen,Golf,1983,ABC123,Red,Gasoline,Manual,6314,239,75,92,7/23/2022,6/26/2022,Inactive
Mercedes-Benz,E-Class,2008,XYZ456,Turquoise,Electric,Automatic,9402,201,81,75,8/6/2017,6/20/2004,Active
Mitsubishi,Montero,1996,ABC123,Orange,Diesel,Automatic,1578,189,95,88,12/20/2009,7/5/2011,Active
BMW,645,2005,XYZ456,Aquamarine,Diesel,Automatic,9611,133,77,50,9/5/2014,10/6/2005,Active
Aston Martin,DB9,2005,DEF789,Blue,Gasoline,Manual,5161,120,86,95,5/23/2009,4/14/2016,Inactive
Suzuki,Esteem,1999,XYZ456,Indigo,Electric,Manual,7690,185,60,86,2/3/2020,2/28/2012,Active
Hyundai,XG350,2004,DEF789,Khaki,Diesel,Automatic,3837,120,70,89,4/19/2016,7/24/2020,Inactive
Porsche,Cayenne,2009,ABC123,Violet,Electric,Automatic,9315,299,99,79,11/12/2021,9/15/2002,Inactive
Hyundai,Tiburon,2008,ABC123,Goldenrod,Gasoline,Automatic,9453,284,73,83,5/30/2014,10/12/2016,Inactive
Mitsubishi,Space,1984,XYZ456,Puce,Diesel,Automatic,6952,101,65,51,6/27/2008,5/11/2001,Active
Chevrolet,Caprice,1994,ABC123,Fuscia,Electric,Automatic,3044,149,92,56,1/23/2009,11/9/2013,Active
Pontiac,Montana,2001,ABC123,Yellow,Gasoline,Automatic,9101,162,66,55,11/27/2013,12/12/2005,Inactive
Saab,9000,1992,XYZ456,Purple,Diesel,Automatic,3433,180,69,68,5/3/2018,5/5/2008,Active
Lotus,Esprit,1997,XYZ456,Red,Gasoline,Automatic,2156,224,95,79,8/9/2001,1/31/2007,Inactive
Chevrolet,LUV,1979,XYZ456,Mauv,Diesel,Manual,4846,152,50,95,2/24/2017,12/22/2006,Inactive
Volkswagen,Rabbit,2010,DEF789,Orange,Electric,Manual,9079,279,97,93,1/31/2018,6/16/2000,Active
Chevrolet,Suburban 1500,2003,XYZ456,Yellow,Electric,Automatic,7142,267,61,76,4/12/2003,6/7/2006,Active
Ford,Club Wagon,1995,DEF789,Blue,Diesel,Manual,7136,262,51,55,10/26/2007,5/31/2014,Active
Mitsubishi,Outlander,2012,DEF789,Fuscia,Gasoline,Manual,9865,149,78,64,1/10/2000,4/13/2003,Active
Toyota,Land Cruiser,2011,XYZ456,Purple,Electric,Automatic,8838,172,69,69,11/27/2001,11/14/2009,Active
Ford,LTD Crown Victoria,1990,XYZ456,Puce,Electric,Manual,4011,280,53,64,5/13/2012,6/25/2013,Active
Ford,F250,2002,XYZ456,Purple,Diesel,Manual,8070,254,51,74,4/1/2008,6/13/2001,Active
Mercedes-Benz,E-Class,2000,ABC123,Fuscia,Diesel,Manual,5425,186,85,63,4/9/2019,8/29/2009,Active
Mercury,Sable,1986,DEF789,Yellow,Electric,Automatic,9534,191,92,93,11/6/2008,5/16/2009,Active
Mercedes-Benz,S-Class,1989,DEF789,Pink,Gasoline,Manual,1483,166,69,62,3/28/2022,7/4/2019,Inactive
Mitsubishi,Mighty Max,1993,XYZ456,Pink,Electric,Manual,8624,154,51,64,6/25/2001,5/14/2006,Active
Toyota,Corolla,2005,XYZ456,Maroon,Electric,Manual,4145,211,66,79,8/2/2019,3/8/2013,Inactive
Saab,9-2X,2006,ABC123,Mauv,Diesel,Automatic,8243,178,56,61,12/31/2006,6/9/2016,Active
Audi,A4,2007,DEF789,Puce,Diesel,Automatic,9200,242,75,87,10/8/2012,9/23/2002,Active
Infiniti,Q,1992,XYZ456,Purple,Electric,Automatic,2022,191,84,84,7/5/2014,7/31/2015,Active
GMC,Rally Wagon 1500,1992,DEF789,Green,Diesel,Automatic,2922,224,87,88,3/11/2004,8/16/2009,Inactive
Acura,MDX,2011,DEF789,Puce,Electric,Manual,1211,166,60,69,11/17/2020,3/2/2018,Active
Dodge,Ram 1500,1998,DEF789,Khaki,Diesel,Manual,8382,210,72,75,7/8/2022,7/7/2005,Active
Jeep,Wrangler,2001,XYZ456,Indigo,Gasoline,Automatic,7297,247,82,58,6/24/2006,9/10/2014,Active
Pontiac,Grand Am,1994,ABC123,Teal,Electric,Automatic,5805,290,69,65,12/27/2012,5/11/2009,Active
Cadillac,Escalade ESV,2012,ABC123,Orange,Diesel,Manual,8083,175,51,64,7/10/2007,5/20/2015,Active
Ford,Explorer Sport Trac,2005,ABC123,Violet,Electric,Automatic,9429,254,71,84,8/10/2008,3/1/2012,Active
BMW,M3,2003,ABC123,Violet,Diesel,Manual,4327,196,86,90,11/11/2018,5/24/2003,Active
Mercedes-Benz,Sprinter 3500,2012,DEF789,Maroon,Gasoline,Manual,3307,182,66,92,4/23/2014,3/26/2011,Inactive
Chrysler,LHS,1996,ABC123,Crimson,Electric,Automatic,4063,161,68,78,11/11/2017,8/7/2011,Inactive
Mercedes-Benz,C-Class,1993,ABC123,Green,Diesel,Automatic,2530,177,57,65,10/1/2010,12/4/2002,Active
Kia,Amanti,2005,ABC123,Blue,Gasoline,Automatic,6606,181,86,84,5/19/2002,2/4/2000,Active
Ford,Windstar,1995,XYZ456,Teal,Electric,Automatic,3236,124,58,77,4/1/2005,3/25/2022,Active
Toyota,MR2,1994,ABC123,Teal,Gasoline,Manual,4611,124,82,72,3/27/2017,9/8/2003,Active
Buick,Century,2004,XYZ456,Violet,Gasoline,Automatic,6691,213,81,72,4/3/2021,12/1/2001,Inactive
Cadillac,Seville,1994,XYZ456,Violet,Diesel,Manual,9347,208,53,90,2/19/2014,7/5/2002,Active
Saab,9000,1986,ABC123,Puce,Electric,Manual,4332,196,94,99,5/30/2015,9/13/2008,Inactive
Toyota,MR2,2001,ABC123,Pink,Diesel,Automatic,6874,158,57,90,10/31/2013,5/6/2022,Active
Ford,Taurus,1998,XYZ456,Pink,Gasoline,Manual,6200,191,70,61,7/10/2016,12/1/2012,Active
Mitsubishi,Diamante,2003,XYZ456,Teal,Electric,Automatic,2611,211,96,71,12/17/2011,11/24/2014,Inactive
Chrysler,Town & Country,2000,ABC123,Green,Electric,Automatic,9394,284,74,75,2/21/2009,12/2/2018,Active
Ford,F250,1993,DEF789,Purple,Diesel,Manual,8841,192,69,98,3/22/2004,3/23/2013,Inactive
Dodge,Caravan,1997,ABC123,Goldenrod,Diesel,Manual,4820,213,91,78,1/4/2009,4/13/2017,Active
Nissan,Altima,2010,DEF789,Violet,Gasoline,Automatic,5570,297,63,69,3/16/2017,7/1/2000,Active
Mercury,Cougar,2000,ABC123,Maroon,Diesel,Automatic,8597,159,81,99,6/7/2004,3/20/2022,Inactive
Dodge,Ram 1500 Club,2001,ABC123,Green,Gasoline,Manual,9710,246,79,82,7/28/2013,5/22/2020,Active
GMC,Savana 1500,1997,ABC123,Teal,Gasoline,Manual,3523,290,80,96,5/24/2005,3/13/2020,Inactive
Nissan,Maxima,1993,XYZ456,Pink,Gasoline,Manual,1351,294,90,77,9/28/2009,2/9/2015,Active
BMW,530,2007,ABC123,Teal,Gasoline,Automatic,2276,105,87,54,4/1/2001,4/29/2015,Inactive
Mazda,MPV,2000,ABC123,Pink,Gasoline,Manual,1477,179,77,66,7/24/2011,5/26/2017,Active
Chevrolet,Express 1500,2008,DEF789,Pink,Diesel,Automatic,6290,274,97,52,4/2/2015,9/9/2009,Active
Acura,MDX,2003,XYZ456,Aquamarine,Electric,Manual,1322,138,100,54,11/3/2010,2/20/2022,Active
Hyundai,Scoupe,1993,ABC123,Teal,Electric,Manual,7453,279,91,52,4/17/2010,6/20/2019,Active
Chevrolet,3500,1996,XYZ456,Mauv,Gasoline,Automatic,9412,241,62,55,10/26/2005,6/23/2006,Active
Jeep,Cherokee,1999,ABC123,Maroon,Gasoline,Manual,3013,126,58,80,6/19/2003,4/11/2001,Inactive
Volkswagen,Quantum,1984,DEF789,Violet,Electric,Automatic,5467,259,81,94,11/16/2013,11/23/2017,Active
Ford,Taurus,1987,ABC123,Violet,Diesel,Automatic,7350,199,56,75,1/26/2020,9/19/2003,Inactive
Audi,S4,2012,DEF789,Purple,Diesel,Manual,2960,189,88,98,8/29/2002,6/7/2013,Active
Buick,Roadmaster,1992,ABC123,Turquoise,Diesel,Manual,4102,270,86,82,3/7/2014,12/3/2019,Inactive
Ferrari,599 GTB Fiorano,2010,DEF789,Violet,Diesel,Manual,5050,268,68,67,5/10/2003,11/14/2008,Active
Lexus,RX,2002,DEF789,Maroon,Diesel,Manual,3004,129,54,53,5/9/2009,2/23/2009,Active
Porsche,911,2009,DEF789,Blue,Diesel,Automatic,5407,187,73,75,11/3/2012,5/6/2007,Active
GMC,Envoy,2003,ABC123,Blue,Electric,Manual,3827,135,100,74,4/26/2019,5/19/2006,Inactive
BMW,6 Series,2007,XYZ456,Crimson,Gasoline,Automatic,3734,196,53,62,12/26/2005,8/26/2014,Active
Mitsubishi,Galant,1999,ABC123,Purple,Diesel,Manual,9479,115,73,53,3/30/2017,8/14/2021,Active
Buick,LeSabre,1988,ABC123,Mauv,Electric,Manual,3498,178,81,70,9/3/2000,1/12/2003,Active
Mazda,Miata MX-5,2011,ABC123,Teal,Electric,Automatic,6950,190,58,91,9/14/2010,10/31/2002,Inactive
Maserati,GranSport,2006,ABC123,Purple,Gasoline,Automatic,6576,114,54,69,12/23/2014,10/27/2000,Inactive
Lexus,LS,1990,ABC123,Purple,Gasoline,Manual,3403,176,94,67,8/18/2020,8/2/2019,Active
Nissan,Sentra,1994,XYZ456,Puce,Electric,Automatic,9158,118,65,57,12/31/2006,5/21/2011,Active
Pontiac,Solstice,2008,ABC123,Maroon,Gasoline,Automatic,6215,219,72,100,1/14/2020,9/27/2002,Active
Hyundai,Tiburon,1999,XYZ456,Purple,Diesel,Manual,3398,233,50,88,9/3/2001,12/24/2013,Inactive
Chevrolet,Aveo,2006,XYZ456,Turquoise,Diesel,Manual,8382,225,64,58,8/16/2017,9/6/2017,Inactive
Porsche,Cayman,2007,DEF789,Green,Gasoline,Automatic,5363,108,79,50,4/30/2009,8/20/2016,Inactive
Suzuki,Swift,2006,DEF789,Orange,Gasoline,Automatic,8062,166,72,86,12/20/2011,11/17/2011,Active
Chevrolet,Silverado 2500,2009,ABC123,Pink,Diesel,Automatic,6418,149,90,68,4/3/2014,8/12/2021,Inactive
Mazda,Familia,1986,DEF789,Blue,Gasoline,Manual,6740,149,57,67,9/26/2000,11/10/2007,Active
Hyundai,Azera,2007,DEF789,Turquoise,Electric,Manual,7126,172,91,65,6/4/2011,1/29/2015,Active
Dodge,Ram 2500,1995,XYZ456,Puce,Electric,Automatic,6161,185,85,64,12/2/2013,1/10/2015,Active
Oldsmobile,Cutlass,1997,DEF789,Red,Electric,Automatic,2679,144,75,83,4/18/2000,11/18/2005,Active
Chevrolet,1500,1993,XYZ456,Red,Gasoline,Manual,1792,143,68,59,3/28/2003,4/21/2007,Active
Chrysler,Fifth Ave,1992,ABC123,Aquamarine,Diesel,Automatic,2708,216,66,73,11/10/2010,3/9/2007,Inactive
Acura,NSX,1993,DEF789,Aquamarine,Diesel,Automatic,1325,217,94,72,4/8/2003,1/28/2019,Inactive
Oldsmobile,98,1996,XYZ456,Red,Gasoline,Manual,2502,225,76,53,10/7/2018,10/24/2002,Active
GMC,3500 Club Coupe,1992,ABC123,Puce,Diesel,Manual,7711,278,80,56,12/2/2017,6/21/2021,Active
Chevrolet,Monte Carlo,2003,ABC123,Mauv,Diesel,Manual,1415,201,81,82,6/13/2000,4/10/2002,Active
Cadillac,Escalade EXT,2004,XYZ456,Orange,Gasoline,Manual,6261,140,68,98,7/16/2007,10/30/2000,Active
Ford,F250,2004,DEF789,Aquamarine,Gasoline,Manual,8448,290,93,93,7/28/2013,5/13/2019,Active
Chevrolet,Malibu,1998,XYZ456,Mauv,Electric,Manual,3381,201,68,94,5/16/2000,10/25/2022,Inactive
Mazda,RX-8,2010,DEF789,Puce,Diesel,Automatic,5396,141,53,64,3/30/2014,7/16/2003,Active
Lotus,Exige,2010,ABC123,Green,Gasoline,Automatic,8844,282,53,99,3/31/2001,6/22/2014,Active
